Id,Rank,Mark,Wind,URI_Name,Competitor,DOB,Nat,Pos,Venue,City,Country,Date,Result_Score,Event,Sex
4230,55,44.47,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,4,Hayward Field, Eugene,USA,2024-06-24,1217,400_metres,male
4231,57,44.48,,Deandre_Watkin,Deandre Watkin,2002-12-09,JAM,1,National Stadium,Kingston,JAM,2024-06-28,1216,400_metres,male
4232,57,44.48,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,4sf1,Stade de France,Paris,FRA,2024-08-06,1216,400_metres,male
4233,59,44.49,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1f2,Randal Tyson Indoor Center, Fayetteville,i,2024-02-24,1279,400_metres,male
4234,59,44.49,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,1,Boudewijnstadion,Bruxelles,BEL,2024-09-13,1215,400_metres,male
4235,61,44.5,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,2sf2,Hayward Field, Eugene,USA,2024-06-23,1215,400_metres,male
4236,61,44.5,,Steven_Gardiner,Steven Gardiner,1995-09-12,BAH,1,Bregyó Athletic Center,Szekesfehervár,HUN,2024-07-09,1215,400_metres,male
4237,61,44.5,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,2h4,Stade de France,Paris,FRA,2024-08-04,1215,400_metres,male
4238,64,44.51,,Johnnie_Blockburger,Johnnie Blockburger,2002-07-12,USA,1,Potts Field, Boulder,USA,2024-05-12,1214,400_metres,male
4239,64,44.51,,Alexander_Doom,Alexander Doom,1997-04-25,BEL,1,Le Grand Stade,Marrakech,MAR,2024-05-19,1214,400_metres,male
4240,66,44.52,,Matheus_Lima,Matheus Lima,2003-06-01,BRA,1f1,COTP Stadium,São Paulo,BRA,2024-03-02,1213,400_metres,male
4241,66,44.52,,Matheus_Lima,Matheus Lima,2003-06-01,BRA,1f1,Centro de Atletismo Professor Oswaldo Terra,Sao Bernardo do Campo,BRA,2024-04-20,1213,400_metres,male
4242,66,44.52,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,2,Hayward Field, Eugene,USA,2024-06-07,1213,400_metres,male
4243,69,44.53,,Michael_Norman,Michael Norman,1997-12-03,USA,1,Drake Stadium, Los Angeles,USA,2024-05-18,1213,400_metres,male
4244,69,44.53,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,1sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1213,400_metres,male
4245,69,44.53,,Reece_Holder,Reece Holder,2002-08-20,AUS,3h4,Stade de France,Paris,FRA,2024-08-04,1213,400_metres,male
4246,69,44.53,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,5,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1213,400_metres,male
4247,73,44.54,,Leungo_Scotch,Leungo Scotch,1996-02-28,BOT,3,Nyayo National Stadium,Nairobi,KEN,2024-04-20,1212,400_metres,male
4248,73,44.54,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,2,Le Grand Stade,Marrakech,MAR,2024-05-19,1212,400_metres,male
4249,73,44.54,,Jevaughn_Powell,Jevaughn Powell,2000-11-19,JAM,3,Hayward Field, Eugene,USA,2024-06-07,1212,400_metres,male
4250,76,44.55,,Judson_Lincoln,Judson Lincoln,2004-07-01,USA,1sf2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1211,400_metres,male
4251,76,44.55,,Kirani_James,Kirani James,1992-09-01,GRN,1,Icahn Stadium, New York,USA,2024-06-09,1211,400_metres,male
4252,76,44.55,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,6,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1211,400_metres,male
4253,76,44.55,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,3,Stadio Olimpico,Roma,ITA,2024-08-30,1211,400_metres,male
4254,80,44.56,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,1,Manchester Regional Arena,Manchester,GBR,2024-06-30,1211,400_metres,male
4255,80,44.56,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,1h3,Stade de France,Paris,FRA,2024-08-04,1211,400_metres,male
4256,80,44.56,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,4,Stadio Olimpico,Roma,ITA,2024-08-30,1211,400_metres,male
4257,83,44.58,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,2,Percy Beard Track, Gainesville,USA,2024-05-11,1209,400_metres,male
4258,83,44.58,,Kirani_James,Kirani James,1992-09-01,GRN,2,Bislett Stadion,Oslo,NOR,2024-05-30,1209,400_metres,male
4259,83,44.58,,Lythe_Pillay,Lythe Pillay,2003-02-25,RSA,3,Stade Louis II,Monaco,MON,2024-07-12,1209,400_metres,male
4260,83,44.58,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,6,Stade de France,Paris,FRA,2024-08-07,1209,400_metres,male
4261,87,44.59,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,3,Le Grand Stade,Marrakech,MAR,2024-05-19,1208,400_metres,male
4262,87,44.59,,Quincy_Wilson,Quincy Wilson,2008-01-08,USA,3sf2,Hayward Field, Eugene,USA,2024-06-23,1208,400_metres,male
4263,89,44.6,,Judson_Lincoln,Judson Lincoln,2004-07-01,USA,1,Geroge C. Griffin Track, Atlanta,USA,2024-05-11,1208,400_metres,male
4264,89,44.6,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1h1,Hayward Field, Eugene,USA,2024-06-21,1208,400_metres,male
4265,91,44.61,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,5,Hayward Field, Eugene,USA,2024-06-24,1207,400_metres,male
4266,92,44.63,,Kirani_James,Kirani James,1992-09-01,GRN,2,Boudewijnstadion,Bruxelles,BEL,2024-09-13,1206,400_metres,male
4267,93,44.64,,Sean_Bailey,Sean Bailey,1997-07-15,JAM,2,Bregyó Athletic Center,Szekesfehervár,HUN,2024-07-09,1205,400_metres,male
4268,93,44.64,,Ammar_Ismail_Yahia_Ibrahim,Ammar Ismail Yahia Ibrahim,1996-09-18,QAT,5sf1,Stade de France,Paris,FRA,2024-08-06,1205,400_metres,male
4269,95,44.65,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,1sf2,Stadio Olimpico,Roma,ITA,2024-06-09,1204,400_metres,male
4270,95,44.65,,Sean_Bailey,Sean Bailey,1997-07-15,JAM,2,National Stadium,Kingston,JAM,2024-06-28,1204,400_metres,male
4271,97,44.66,,Quincy_Wilson,Quincy Wilson,2008-01-08,USA,1h2,Hayward Field, Eugene,USA,2024-06-21,1203,400_metres,male
4272,97,44.66,,Ammar_Ismail_Yahia_Ibrahim,Ammar Ismail Yahia Ibrahim,1996-09-18,QAT,4h2,Stade de France,Paris,FRA,2024-08-04,1203,400_metres,male
4273,99,44.67,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1f1,The Track at New Balance, Boston,i,2024-03-07,1266,400_metres,male
4274,99,44.67,,Busang_Collen_Kebinatshipi,Busang Collen Kebinatshipi,2004-02-13,BOT,4,Stade Louis II,Monaco,MON,2024-07-12,1203,400_metres,male
4275,101,44.68,,Khaleb_Mcrae,Khaleb Mcrae,2000-09-09,USA,3,Percy Beard Track, Gainesville,USA,2024-05-11,1202,400_metres,male
4276,101,44.68,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,3,Bislett Stadion,Oslo,NOR,2024-05-30,1202,400_metres,male
4277,101,44.68,,Quincy_Hall,Quincy Hall,1998-07-31,USA,1,Olympiastadion,Stockholm,SWE,2024-06-02,1202,400_metres,male
4278,101,44.68,,Sean_Bailey,Sean Bailey,1997-07-15,JAM,5h2,Stade de France,Paris,FRA,2024-08-04,1202,400_metres,male
4279,105,44.69,,Zablon_Ekhal_Ekwam,Zablon Ekhal Ekwam,1997-08-04,KEN,4,Nyayo National Stadium,Nairobi,KEN,2024-04-20,1201,400_metres,male
4280,105,44.69,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,1f1,National Stadium,Kingston,JAM,2024-05-11,1201,400_metres,male
4281,105,44.69,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,3,Boudewijnstadion,Bruxelles,BEL,2024-09-13,1201,400_metres,male
4282,108,44.7,,Samuel_Reardon,Samuel Reardon,2003-10-30,GBR,1,Olympic Stadium,London,GBR,2024-07-20,1201,400_metres,male
4283,109,44.71,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,5,Stade Louis II,Monaco,MON,2024-07-12,1200,400_metres,male
4284,109,44.71,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,5,Stadio Olimpico,Roma,ITA,2024-08-30,1200,400_metres,male
4285,111,44.72,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,1,Hasely Crawford Stadium,Port-of-Spain,TTO,2024-06-29,1199,400_metres,male
4286,112,44.73,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,2,Icahn Stadium, New York,USA,2024-06-09,1199,400_metres,male
4287,112,44.73,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,7,Stade de France,Paris,FRA,2024-08-07,1199,400_metres,male
4288,114,44.74,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,1f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-27,1198,400_metres,male
4289,114,44.74,,Wayde_Van_Niekerk,Wayde Van Niekerk,1992-07-15,RSA,3,Icahn Stadium, New York,USA,2024-06-09,1198,400_metres,male
4290,116,44.75,,Luca_Sito,Luca Sito,2003-05-12,ITA,1sf1,Stadio Olimpico,Roma,ITA,2024-06-09,1197,400_metres,male
4291,116,44.75,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,6,Stadio Olimpico,Roma,ITA,2024-08-30,1197,400_metres,male
4292,118,44.76,,Steven_Gardiner,Steven Gardiner,1995-09-12,BAH,1,Suhaim bin Hamad Stadium,Doha,QAT,2024-05-10,1196,400_metres,male
4293,118,44.76,,Khaleb_Mcrae,Khaleb Mcrae,2000-09-09,USA,1h1,Percy Beard Track, Gainesville,USA,2024-05-10,1196,400_metres,male
4294,118,44.76,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,1f1,Stadio Comunale,Bellinzona,SUI,2024-09-09,1196,400_metres,male
4295,121,44.77,,Ammar_Ismail_Yahia_Ibrahim,Ammar Ismail Yahia Ibrahim,1996-09-18,QAT,14,Stade de France,Paris,FRA,2024-08-05,1196,400_metres,male
4296,121,44.77,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,7,Stadio Olimpico,Roma,ITA,2024-08-30,1196,400_metres,male
4297,123,44.78,,Lythe_Pillay,Lythe Pillay,2003-02-25,RSA,4,Le Grand Stade,Marrakech,MAR,2024-05-19,1195,400_metres,male
4298,123,44.78,,Khaleb_Mcrae,Khaleb Mcrae,2000-09-09,USA,2sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1195,400_metres,male
4299,123,44.78,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,1h1,Stade de France,Paris,FRA,2024-08-04,1195,400_metres,male
4300,123,44.78,,Kirani_James,Kirani James,1992-09-01,GRN,1h5,Stade de France,Paris,FRA,2024-08-04,1195,400_metres,male
4301,123,44.78,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,4,Boudewijnstadion,Bruxelles,BEL,2024-09-13,1195,400_metres,male
4302,128,44.79,,Jevaughn_Powell,Jevaughn Powell,2000-11-19,JAM,3,National Stadium,Kingston,JAM,2024-06-28,1194,400_metres,male
4303,129,44.8,,Zakithi_Nene,Zakithi Nene,1998-04-02,RSA,2,Msunduzi Athletics Stadium,Pietermaritzburg,RSA,2024-04-20,1194,400_metres,male
4304,129,44.8,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,2,Olympiastadion,Stockholm,SWE,2024-06-02,1194,400_metres,male
4305,131,44.81,,Zakithi_Nene,Zakithi Nene,1998-04-02,RSA,13,Stade de France,Paris,FRA,2024-08-05,1193,400_metres,male
4306,132,44.82,,Jereem_Richards,Jereem Richards,1994-01-13,TTO,4,Icahn Stadium, New York,USA,2024-06-09,1192,400_metres,male
4307,132,44.82,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,2sf1,Hayward Field, Eugene,USA,2024-06-23,1192,400_metres,male
4308,134,44.84,,Matthew_Boling,Matthew Boling,2000-06-20,USA,3,Percy Beard Track, Gainesville,USA,2024-07-19,1191,400_metres,male
4309,135,44.85,,James_Benson,James Benson,2000-08-10,USA,4,Percy Beard Track, Gainesville,USA,2024-05-11,1190,400_metres,male
4310,135,44.85,,Kirani_James,Kirani James,1992-09-01,GRN,2,Drake Stadium, Los Angeles,USA,2024-05-18,1190,400_metres,male
4311,137,44.86,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,3,Drake Stadium, Los Angeles,USA,2024-05-18,1190,400_metres,male
4312,137,44.86,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,2h2,Hayward Field, Eugene,USA,2024-06-21,1190,400_metres,male
4313,137,44.86,,Kirani_James,Kirani James,1992-09-01,GRN,1,Centro Gabre Gabric,Brescia,ITA,2024-09-08,1190,400_metres,male
4314,140,44.87,,Alexander_Doom,Alexander Doom,1997-04-25,BEL,1sf3,Stadio Olimpico,Roma,ITA,2024-06-09,1189,400_metres,male
4315,140,44.87,,Matheus_Lima,Matheus Lima,2003-06-01,BRA,1,Centro de Treinamento Paralímpico Brasileiro,São Paulo,BRA,2024-06-28,1189,400_metres,male
4316,140,44.87,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,2h3,Stade de France,Paris,FRA,2024-08-04,1189,400_metres,male
4317,143,44.88,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1h2,Percy Beard Track, Gainesville,USA,2024-05-10,1188,400_metres,male
4318,143,44.88,,Emmanuel_Bamidele,Emmanuel Bamidele,1999-07-06,NGR,5,Le Grand Stade,Marrakech,MAR,2024-05-19,1188,400_metres,male
4319,143,44.88,,Liemarvin_Bonevacia,Liemarvin Bonevacia,1989-04-05,NED,3,Stadio Olimpico,Roma,ITA,2024-06-10,1188,400_metres,male
4320,146,44.89,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,2h1,Stade de France,Paris,FRA,2024-08-04,1187,400_metres,male
4321,147,44.9,,Johnnie_Blockburger,Johnnie Blockburger,2002-07-12,USA,4,Hayward Field, Eugene,USA,2024-06-07,1187,400_metres,male
4322,147,44.9,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,6,Olympic Stadium,London,GBR,2024-07-20,1187,400_metres,male
4323,149,44.91,,Auhmad_Robinson,Auhmad Robinson,2001-06-04,USA,2f1,The Track at New Balance, Boston,i,2024-03-07,1249,400_metres,male
4324,149,44.91,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1f1,Percy Beard Track, Gainesville,USA,2024-04-13,1186,400_metres,male
4325,149,44.91,,Matthew_Boling,Matthew Boling,2000-06-20,USA,3sf1,Hayward Field, Eugene,USA,2024-06-23,1186,400_metres,male
4326,149,44.91,,Jevaughn_Powell,Jevaughn Powell,2000-11-19,JAM,4sf3,Stade de France,Paris,FRA,2024-08-06,1186,400_metres,male
4327,153,44.92,,Bryce_Deadmon,Bryce Deadmon,1997-03-26,USA,4,Drake Stadium, Los Angeles,USA,2024-05-18,1185,400_metres,male
4328,154,44.93,,Sean_Bailey,Sean Bailey,1997-07-15,JAM,3,Mestský Stadion,Ostrava,CZE,2024-05-28,1185,400_metres,male
4329,154,44.93,,Elián_Larregina,Elián Larregina,2000-02-20,ARG,1f1,Estadio Vallehermoso,Madrid,ESP,2024-06-21,1185,400_metres,male
4330,156,44.94,,Vernon_Norwood,Vernon Norwood,1992-04-10,USA,2f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-20,1184,400_metres,male
4331,156,44.94,,Oleksandr_Pohorilko,Oleksandr Pohorilko,2000-04-16,UKR,1f1,Ergilio Hato Stadion,Willemstad,AHO,2024-04-28,1184,400_metres,male
4332,156,44.94,,Matthew_Boling,Matthew Boling,2000-06-20,USA,2h1,Hayward Field, Eugene,USA,2024-06-21,1184,400_metres,male
4333,156,44.94,,Quincy_Wilson,Quincy Wilson,2008-01-08,USA,6,Hayward Field, Eugene,USA,2024-06-24,1184,400_metres,male
4334,156,44.94,,Cheikh_Tidiane_Diouf,Cheikh Tidiane Diouf,1995-03-23,SEN,6sf1,Stade de France,Paris,FRA,2024-08-06,1184,400_metres,male
4335,156,44.94,,Reece_Holder,Reece Holder,2002-08-20,AUS,5sf3,Stade de France,Paris,FRA,2024-08-06,1184,400_metres,male
4336,162,44.95,,Justin_Robinson,Justin Robinson,2002-03-30,USA,4sf1,Hayward Field, Eugene,USA,2024-06-23,1183,400_metres,male
4337,162,44.95,,Sean_Bailey,Sean Bailey,1997-07-15,JAM,1h3,National Stadium,Kingston,JAM,2024-06-27,1183,400_metres,male
4338,164,44.96,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1sf1,Hayward Field, Eugene,USA,2024-06-05,1183,400_metres,male
4339,164,44.96,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,2h5,Stade de France,Paris,FRA,2024-08-04,1183,400_metres,male
4340,164,44.96,,Charles_Dobson,Charles Dobson,1999-10-20,GBR,1h6,Stade de France,Paris,FRA,2024-08-04,1183,400_metres,male
4341,167,44.97,,Chidi_Okezie,Chidi Okezie,1993-08-08,NGR,1,Foote Field,Edmonton,CAN,2024-06-13,1182,400_metres,male
4342,168,44.98,,Auhmad_Robinson,Auhmad Robinson,2001-06-04,USA,2f1,Percy Beard Track, Gainesville,USA,2024-04-13,1181,400_metres,male
4343,168,44.98,,Matthew_Boling,Matthew Boling,2000-06-20,USA,2f1,National Stadium,Kingston,JAM,2024-05-11,1181,400_metres,male
4344,168,44.98,,Jonathan_Sacoor,Jonathan Sacoor,1999-09-01,BEL,4,Stadio Olimpico,Roma,ITA,2024-06-10,1181,400_metres,male
4345,168,44.98,,Judson_Lincoln,Judson Lincoln,2004-07-01,USA,4sf2,Hayward Field, Eugene,USA,2024-06-23,1181,400_metres,male
4346,172,44.99,,Jonathan_Sacoor,Jonathan Sacoor,1999-09-01,BEL,2sf1,Stadio Olimpico,Roma,ITA,2024-06-09,1180,400_metres,male
4347,172,44.99,,Liemarvin_Bonevacia,Liemarvin Bonevacia,1989-04-05,NED,1f1,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1180,400_metres,male
4348,172,44.99,,Anthony_Pesela,Anthony Pesela,2002-06-09,BOT,1f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1180,400_metres,male
4349,172,44.99,,Luca_Sito,Luca Sito,2003-05-12,ITA,3h3,Stade de France,Paris,FRA,2024-08-04,1180,400_metres,male
4350,172,44.99,,Aruna_Dharshana_Singhapurage,Aruna Dharshana Singhapurage,1999-01-19,SRI,3h5,Stade de France,Paris,FRA,2024-08-04,1180,400_metres,male
4351,172,44.99,,Matheus_Lima,Matheus Lima,2003-06-01,BRA,1,Stadio Quercia,Rovereto,ITA,2024-08-31,1180,400_metres,male
4352,178,45.0,,Matthew_Hudson-smith,Matthew Hudson-smith,1994-10-26,GBR,3f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-20,1180,400_metres,male
4353,178,45.0,,Auhmad_Robinson,Auhmad Robinson,2001-06-04,USA,2sf1,Hayward Field, Eugene,USA,2024-06-05,1180,400_metres,male
4354,178,45.0,,Jevaughn_Powell,Jevaughn Powell,2000-11-19,JAM,2h3,National Stadium,Kingston,JAM,2024-06-27,1180,400_metres,male
4355,181,45.01,,Adrian_Swart,Adrian Swart,2002-05-28,RSA,1f4,McArthur Stadium,Potchefstroom,RSA,2024-05-11,1179,400_metres,male
4356,181,45.01,,Lionel_Spitz,Lionel Spitz,2001-01-12,SUI,1,Stadion Deutweg,Winterthur,SUI,2024-06-29,1179,400_metres,male
4357,181,45.01,,Zakithi_Nene,Zakithi Nene,1998-04-02,RSA,4h5,Stade de France,Paris,FRA,2024-08-04,1179,400_metres,male
4358,181,45.01,,Alexander_Doom,Alexander Doom,1997-04-25,BEL,2h6,Stade de France,Paris,FRA,2024-08-04,1179,400_metres,male
4359,181,45.01,,Luca_Sito,Luca Sito,2003-05-12,ITA,5sf2,Stade de France,Paris,FRA,2024-08-06,1179,400_metres,male
4360,186,45.02,,Khaleb_Mcrae,Khaleb Mcrae,2000-09-09,USA,1f1,Convention Center, Albuquerque,i,2024-02-03,1241,400_metres,male
4361,186,45.02,,Leungo_Scotch,Leungo Scotch,1996-02-28,BOT,4,Bislett Stadion,Oslo,NOR,2024-05-30,1178,400_metres,male
4362,186,45.02,,Quincy_Hall,Quincy Hall,1998-07-31,USA,5,Bislett Stadion,Oslo,NOR,2024-05-30,1178,400_metres,male
4363,186,45.02,,Jacory_Patterson,Jacory Patterson,2000-02-02,USA,4,Percy Beard Track, Gainesville,USA,2024-07-19,1178,400_metres,male
4364,186,45.02,,Elián_Larregina,Elián Larregina,2000-02-20,ARG,6sf2,Stade de France,Paris,FRA,2024-08-06,1178,400_metres,male
4365,191,45.03,,Christopher_Bailey,Christopher Bailey,2000-05-29,USA,2f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-27,1178,400_metres,male
4366,191,45.03,,Cheikh_Tidiane_Diouf,Cheikh Tidiane Diouf,1995-03-23,SEN,1f1,Stade L. Achille,Fort-de-France,FRA,2024-05-18,1178,400_metres,male
4367,191,45.03,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,1sf1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1178,400_metres,male
4368,191,45.03,,Jean_Paul_Bredau,Jean Paul Bredau,1999-06-27,GER,2sf2,Stadio Olimpico,Roma,ITA,2024-06-09,1178,400_metres,male
4369,191,45.03,,Ammar_Ismail_Yahia_Ibrahim,Ammar Ismail Yahia Ibrahim,1996-09-18,QAT,1,Olympic Training Base,Almaty,KAZ,2024-06-22,1178,400_metres,male
4370,191,45.03,,Bayapo_Ndori,Bayapo Ndori,1999-06-20,BOT,7,Olympic Stadium,London,GBR,2024-07-20,1178,400_metres,male
4371,191,45.03,,Cheikh_Tidiane_Diouf,Cheikh Tidiane Diouf,1995-03-23,SEN,24,Stade de France,Paris,FRA,2024-08-05,1178,400_metres,male
4372,198,45.04,,Attila_Molnár,Attila Molnár,2002-01-17,HUN,3sf1,Stadio Olimpico,Roma,ITA,2024-06-09,1177,400_metres,male
4373,198,45.04,,Luca_Sito,Luca Sito,2003-05-12,ITA,5,Stadio Olimpico,Roma,ITA,2024-06-10,1177,400_metres,male
4374,198,45.04,,Jean_Paul_Bredau,Jean Paul Bredau,1999-06-27,GER,1,Olympiastadion,Berlin,GER,2024-09-01,1177,400_metres,male
4375,201,45.05,,Auhmad_Robinson,Auhmad Robinson,2001-06-04,USA,5,Percy Beard Track, Gainesville,USA,2024-05-11,1176,400_metres,male
4376,201,45.05,,Antonie_Matthys_Nortje,Antonie Matthys Nortje,2002-02-02,RSA,2,Potts Field, Boulder,USA,2024-05-12,1176,400_metres,male
4377,201,45.05,,Gilles_Biron,Gilles Biron,1995-04-13,FRA,2f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1176,400_metres,male
4378,204,45.06,,Chidi_Okezie,Chidi Okezie,1993-08-08,NGR,1,University of Ghana Sports Stadium,Accra,GHA,2024-03-20,1176,400_metres,male
4379,204,45.06,,Khaleb_Mcrae,Khaleb Mcrae,2000-09-09,USA,7,Hayward Field, Eugene,USA,2024-06-24,1176,400_metres,male
4380,204,45.06,,Zakithi_Nene,Zakithi Nene,1998-04-02,RSA,6sf3,Stade de France,Paris,FRA,2024-08-06,1176,400_metres,male
4381,207,45.07,,Muzala_Samukonga,Muzala Samukonga,2002-12-09,ZAM,2,Suhaim bin Hamad Stadium,Doha,QAT,2024-05-10,1175,400_metres,male
4382,207,45.07,,Attila_Molnár,Attila Molnár,2002-01-17,HUN,6,Stadio Olimpico,Roma,ITA,2024-06-10,1175,400_metres,male
4383,207,45.07,,Liemarvin_Bonevacia,Liemarvin Bonevacia,1989-04-05,NED,2f1,Estadio Vallehermoso,Madrid,ESP,2024-06-21,1175,400_metres,male
4384,207,45.07,,Jean_Paul_Bredau,Jean Paul Bredau,1999-06-27,GER,4h3,Stade de France,Paris,FRA,2024-08-04,1175,400_metres,male
4385,211,45.08,,Matthew_Boling,Matthew Boling,2000-06-20,USA,5,Icahn Stadium, New York,USA,2024-06-09,1174,400_metres,male
4386,211,45.08,,Johnnie_Blockburger,Johnnie Blockburger,2002-07-12,USA,1h3,Hayward Field, Eugene,USA,2024-06-21,1174,400_metres,male
4387,211,45.08,,Jonathan_Sacoor,Jonathan Sacoor,1999-09-01,BEL,4h4,Stade de France,Paris,FRA,2024-08-04,1174,400_metres,male
4388,214,45.09,,Kelvin_Sane_Tauta,Kelvin Sane Tauta,2000-12-13,KEN,1,Nyayo National Stadium,Nairobi,KEN,2024-05-22,1174,400_metres,male
4389,214,45.09,,Judson_Lincoln,Judson Lincoln,2004-07-01,USA,3h1,Hayward Field, Eugene,USA,2024-06-21,1174,400_metres,male
4390,216,45.1,,Busang_Collen_Kebinatshipi,Busang Collen Kebinatshipi,2004-02-13,BOT,1h1,National Stadium,Gaborone,BOT,2024-05-17,1173,400_metres,male
4391,217,45.11,,Jean_Paul_Bredau,Jean Paul Bredau,1999-06-27,GER,7,Stadio Olimpico,Roma,ITA,2024-06-10,1172,400_metres,male
4392,217,45.11,,Christopher_Morales-williams,Christopher Morales-williams,2004-08-05,CAN,6,Stade Louis II,Monaco,MON,2024-07-12,1172,400_metres,male
4393,217,45.11,,Alexander_Ogando,Alexander Ogando,2000-05-03,DOM,5h4,Stade de France,Paris,FRA,2024-08-04,1172,400_metres,male
4394,220,45.12,,Emmanuel_Bamidele,Emmanuel Bamidele,1999-07-06,NGR,1f1,Dubai Police Club Stadium,Dubai,UAE,2024-05-03,1171,400_metres,male
4395,220,45.12,,Hossam_Hatib,Hossam Hatib,2002-01-10,MAR,2h2,Percy Beard Track, Gainesville,USA,2024-05-10,1171,400_metres,male
4396,220,45.12,,Luca_Sito,Luca Sito,2003-05-12,ITA,1h3,Stadio Olimpico,Roma,ITA,2024-06-08,1171,400_metres,male
4397,220,45.12,,Jenoah_Mckiver,Jenoah Mckiver,2002-04-03,USA,5sf2,Hayward Field, Eugene,USA,2024-06-23,1171,400_metres,male
4398,220,45.12,,Jevaughn_Powell,Jevaughn Powell,2000-11-19,JAM,3h6,Stade de France,Paris,FRA,2024-08-04,1171,400_metres,male
4399,225,45.13,,Lythe_Pillay,Lythe Pillay,2003-02-25,RSA,1,Pilditch Stadium,Pretoria,RSA,2024-03-22,1171,400_metres,male
4400,225,45.13,,Johnnie_Blockburger,Johnnie Blockburger,2002-07-12,USA,1sf3,Hayward Field, Eugene,USA,2024-06-05,1171,400_metres,male
4401,225,45.13,,Quincy_Wilson,Quincy Wilson,2008-01-08,USA,1f14,Franklin Field, Philadelphia,USA,2024-06-13,1171,400_metres,male
4402,228,45.14,,Judson_Lincoln,Judson Lincoln,2004-07-01,USA,1h2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-22,1170,400_metres,male
4403,228,45.14,,Johnnie_Blockburger,Johnnie Blockburger,2002-07-12,USA,1pr3,John McDonnell Field, Fayetteville,USA,2024-05-22,1170,400_metres,male
4404,228,45.14,,Samuel_Ogazi,Samuel Ogazi,2006-05-14,NGR,1sf2,Hayward Field, Eugene,USA,2024-06-05,1170,400_metres,male
